gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.273	0.092	0.188	0.004	0.11	0.079	0.274	0.017	0.087	0.031	0.032	0.024	0.062	0.198	0.0	0.065	0.059	0.023	0.021	0.098	0.023	0.083	0.175	0.0	0.023	0.057	0.041	0.003	0.0	0.0	0.008	0.038	0.06	0.05	0.142	0.0	0.008	0.492	0.085	0.0	0.292
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.478	0.241	0.796	0.165	0.426	0.328	0.569	0.268	0.492	0.342	0.34	0.674	0.508	0.45	0.205	0.653	0.611	0.068	0.256	0.264	0.138	0.231	0.473	0.374	0.175	0.305	0.19	0.107	0.451	0.494	0.208	0.295	0.103	0.297	0.579	0.0	0.258	0.382	0.232	1.62	0.337
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.24	0.352	0.876	0.186	0.077	0.53	0.196	0.199	0.383	0.066	0.193	0.735	1.003	0.266	0.0	0.576	0.434	0.018	0.077	0.494	0.841	0.135	0.662	0.607	0.237	0.397	0.091	0.144	0.246	1.384	0.063	0.109	0.049	0.599	0.194	0.0	0.269	0.147	0.306	1.62	0.381
IFNGR1	P15260	True	INGR1_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.395	0.413	1.329	0.18	0.538	0.158	0.335	0.309	0.976	0.339	1.115	0.047	0.023	0.692	1.265	1.529	2.083	0.059	0.188	0.147	0.02	0.521	0.604	0.048	1.547	1.317	0.31	0.13	0.629	0.119	0.552	0.775	0.348	0.134	0.518	0.0	0.492	0.305	0.072	0.0	1.013
IFNGR2	P38484	True	INGR2_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.651	0.075	0.636	0.792	1.116	0.058	0.51	0.913	0.748	0.67	1.208	0.45	0.303	1.074	0.616	2.185	1.597	0.159	0.248	0.286	0.108	0.845	0.845	0.634	0.432	1.178	0.374	0.743	1.483	0.238	0.47	0.856	0.718	0.041	0.836	3.241	0.941	0.367	0.222	0.545	0.524
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.499	0.298	0.57	0.108	0.876	0.427	0.498	0.273	0.486	0.848	0.503	0.165	0.159	0.286	0.0	0.685	0.922	0.176	0.252	0.533	0.29	0.495	0.419	0.219	0.266	0.403	0.284	0.071	0.433	0.274	0.371	0.635	0.548	0.36	0.609	0.0	0.314	0.369	0.34	1.678	0.154
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.007	0.018	0.0	0.091	0.079	0.0	0.025	0.036	0.0	0.032	0.017	0.03	0.044	0.0	0.205	0.017	0.022	0.009	0.013	0.0	0.195	0.111	0.0	0.17	0.0	0.0	0.03	0.103	0.0	0.044	0.086	0.144	0.066	0.029	0.0	0.0	0.05	0.0	0.011	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC01C699B73	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00A0B0892	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08938BB1C	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BF16A11C	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E0348EF	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05CE52A12	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0F7E26271	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CF621D48	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A8902C85	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A0532ADC	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF641DAA	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0681D30FE	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC02017BE74	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0861656EC	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC04085F9F9	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A54B5323	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0ECFACED2	2.823	0.153	3.67	0.628	1.011	0.128	6.288	0.15	5.976	0.816	0.804	0.101	0.128	2.657	0.649	0.879	0.886	0.248	0.752	0.242	0.453	1.889	2.72	0.285	0.955	0.687	0.743	0.503	0.75	0.067	0.66	0.719	1.46	0.654	2.82	0.0	0.501	5.253	0.129	1.613	4.96
