gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Arterial EC	BEST4 enterocyte prog	Enteric neurons	Erythroblasts	FOXL1 FLC	Goblet prog	ICC	LGR5 stem	Lymphatic EC	NTS+ cells	Neural crest cells	SMC	UPK3B Serosa	Venous EC	WNT4 FLC	cycling cells 1	cycling cells 2	early enterocyte 1	early enterocyte 2	enterocyte	enteroendocrine	immune cells	mesoderm 1	mesoderm 2	myofibroblast	pericyte	uniform progenitor
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08938BB1C	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BF16A11C	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E0348EF	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05CE52A12	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0F7E26271	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CF621D48	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A8902C85	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A0532ADC	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF641DAA	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0681D30FE	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC02017BE74	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0861656EC	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC04085F9F9	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A54B5323	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0ECFACED2	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CA323AE3	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0092846B0	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08AF9CA91	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E958BDE	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08CC68F11	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CE433AB8	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03BFF1D95	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03ADD2063	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0082A7233	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0674C647E	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03D71E025	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF986F22	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC060984F83	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0014D5A6E	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B066E03C	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B4BD965C	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247E9ADB	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0035F0B0F	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC06ACCFA52	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC069F9E62C	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0D2BDC009	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05F111D21	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0BCD683D4	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC041215790	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC037C3901A	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05B2AA866	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC051B1E9C4	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247375A7	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0B808E56A	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC089D4762F	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F73E9099	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC016235D3A	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0672FBD31	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0545E2502	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC006E22794	7.427	1.083	1.554	0.272	3.945	0.767	4.101	0.733	3.834	0.619	1.491	5.069	1.949	4.289	3.888	0.824	0.822	0.757	0.839	0.951	1.142	1.184	2.271	3.798	3.08	3.911	0.976
