gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08938BB1C	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BF16A11C	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E0348EF	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05CE52A12	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0F7E26271	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CF621D48	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A8902C85	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A0532ADC	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF641DAA	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0681D30FE	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC02017BE74	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0861656EC	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC04085F9F9	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A54B5323	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0ECFACED2	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CA323AE3	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0092846B0	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08AF9CA91	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E958BDE	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08CC68F11	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CE433AB8	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03BFF1D95	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03ADD2063	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0082A7233	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0674C647E	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03D71E025	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF986F22	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC060984F83	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0014D5A6E	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B066E03C	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B4BD965C	3.115	0.672	4.056	0.568	0.967	0.209	4.631	0.09	3.851	1.086	2.255	0.132	0.179	2.975	0.66	1.17	1.094	0.241	1.11	0.278	0.431	1.313	3.183	0.303	1.237	0.775	0.952	0.478	1.101	0.21	0.832	0.745	1.454	0.605	3.299	0.647	0.264	7.278	0.239	0.174	7.692
